bampath,bamorder,sample_name,sample_metadata_id,revbayes_bampath,Date of collection,village,method,position,Coumpound ID,sample,species,conc (ng/ul),estimated total (ng),qPCR Plate,Well,Cluster,lat,long,month,year,treated
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G11_3_EKDN220028319-1A_H3V53DSX5_L2/G11_3_EKDN220028319-1A_H3V53DSX5_L2.srt.dp.bam,708,G11_3,G11_3,/move_bioinfo/anopheles_cnrfp/bam/G11_3_EKDN220028319-1A_H3V53DSX5_L2.srt.dp.bam,07/09/2015,SANHOUNOU,CDC,INT,236,122-6,gambiae,3.8112,1905.6,3,G11,12,10.67426,-4.59349,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G1_13_EKDN220028967-1A_H5J72DSX5_L2/G1_13_EKDN220028967-1A_H5J72DSX5_L2.srt.dp.bam,709,G1_13,G1_13,/move_bioinfo/anopheles_cnrfp/bam/G1_13_EKDN220028967-1A_H5J72DSX5_L2.srt.dp.bam,14/07/2015,TIEFORA II,CDC,INT,834,026-7,gambiae,6.5444,3272.2,13,G1,11,10.66015,-4.51636,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G11_4_EKDN220028393-1A_H5J72DSX5_L1/G11_4_EKDN220028393-1A_H5J72DSX5_L1.srt.dp.bam,710,G11_4,G11_4,/move_bioinfo/anopheles_cnrfp/bam/G11_4_EKDN220028393-1A_H5J72DSX5_L1.srt.dp.bam,10/09/2015,KOFLANDE,CDC,INT,68,130-6,gambiae,1.7824,891.2,4,G11,37,10.23163,-4.4324,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G11_5_EKDN220028466-1A_H5GV5DSX5_L3/G11_5_EKDN220028466-1A_H5GV5DSX5_L3.srt.dp.bam,711,G11_5,G11_5,/move_bioinfo/anopheles_cnrfp/bam/G11_5_EKDN220028466-1A_H5GV5DSX5_L3.srt.dp.bam,19/09/2014,BOLOMAKOTE,CDC,INT,213,1167-6,gambiae,1.8924,946.2,5,G11,9,10.20378,-4.39405,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G11_7_EKDN220028596-1A_H3NGLDSX5_L2/G11_7_EKDN220028596-1A_H3NGLDSX5_L2.srt.dp.bam,712,G11_7,G11_7,/move_bioinfo/anopheles_cnrfp/bam/G11_7_EKDN220028596-1A_H3NGLDSX5_L2.srt.dp.bam,12/09/2014,DANDOUGOU,CDC,INT,46,41a-19,gambiae,1.7264,863.2,7,G11,2,10.10211,-4.3382,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G11_8_EKDN220028669-1A_H3V53DSX5_L2/G11_8_EKDN220028669-1A_H3V53DSX5_L2.srt.dp.bam,713,G11_8,G11_8,/move_bioinfo/anopheles_cnrfp/bam/G11_8_EKDN220028669-1A_H3V53DSX5_L2.srt.dp.bam,06/11/2014,BAMAKO,CDC,INT,59,1859-2,gambiae,3.2592,1629.6,8,G11,20,10.49796,-4.46115,11,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G1_1_EKDN220028186-1A_H57WKDSX5_L2/G1_1_EKDN220028186-1A_H57WKDSX5_L2.srt.dp.bam,714,G1_1,G1_1,/move_bioinfo/anopheles_cnrfp/bam/G1_1_EKDN220028186-1A_H57WKDSX5_L2.srt.dp.bam,23/07/2014,SAKORA I,CDC,INT,70,237-3,gambiae,1.39,696.8,1,G1,29,10.40929,-4.61967,7,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G1_3_EKDN220028317-1A_H3NGLDSX5_L2/G1_3_EKDN220028317-1A_H3NGLDSX5_L2.srt.dp.bam,715,G1_3,G1_3,/move_bioinfo/anopheles_cnrfp/bam/G1_3_EKDN220028317-1A_H3NGLDSX5_L2.srt.dp.bam,02/09/2015,YABLE I,CDC,INT,309,106b-7,gambiae,1.8048,902.4,3,G1,4,10.31913,-4.38869,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G1_5_EKDN220028464-1A_H5GV5DSX5_L1/G1_5_EKDN220028464-1A_H5GV5DSX5_L1.srt.dp.bam,716,G1_5,G1_5,/move_bioinfo/anopheles_cnrfp/bam/G1_5_EKDN220028464-1A_H5GV5DSX5_L1.srt.dp.bam,01/09/2014,KANGOUNABA II,CDC,INT,85,104a-7,gambiae,1.7372,868.6,5,G1,1,10.58465,-4.54745,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G1_8_EKDN220028667-1A_H3V53DSX5_L2/G1_8_EKDN220028667-1A_H3V53DSX5_L2.srt.dp.bam,717,G1_8,G1_8,/move_bioinfo/anopheles_cnrfp/bam/G1_8_EKDN220028667-1A_H3V53DSX5_L2.srt.dp.bam,17/09/2014,SISRANKA,CDC,INT,89,170-7,gambiae,2.028,1014,8,G1,29,10.40929,-4.61967,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_10_EKDN220028801-1A_H5J72DSX5_L1/G2_10_EKDN220028801-1A_H5J72DSX5_L1.srt.dp.bam,718,G2_10,G2_10,/move_bioinfo/anopheles_cnrfp/bam/G2_10_EKDN220028801-1A_H5J72DSX5_L1.srt.dp.bam,10/09/2015,BOUNOUBA,CDC,INT,109,131-15,gambiae,3.5432,1771.6,10,G2,39,10.26145,-4.36408,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_11_EKDN220028855-1A_H5J72DSX5_L1/G2_11_EKDN220028855-1A_H5J72DSX5_L1.srt.dp.bam,719,G2_11,G2_11,/move_bioinfo/anopheles_cnrfp/bam/G2_11_EKDN220028855-1A_H5J72DSX5_L1.srt.dp.bam,01/07/2015,BAMAKO,CDC,INT,70,017-2,gambiae,5.262,2631,11,G2,20,10.49796,-4.46115,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_13_EKDN220028968-1A_H5J72DSX5_L2/G2_13_EKDN220028968-1A_H5J72DSX5_L2.srt.dp.bam,720,G2_13,G2_13,/move_bioinfo/anopheles_cnrfp/bam/G2_13_EKDN220028968-1A_H5J72DSX5_L2.srt.dp.bam,14/07/2015,TIEFORA II,CDC,INT,850,027-3,gambiae,3.986,1993,13,G2,11,10.66015,-4.51636,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_1_EKDN220028189-1A_H57WKDSX5_L2/G2_1_EKDN220028189-1A_H57WKDSX5_L2.srt.dp.bam,721,G2_1,G2_1,/move_bioinfo/anopheles_cnrfp/bam/G2_1_EKDN220028189-1A_H57WKDSX5_L2.srt.dp.bam,23/07/2014,SAKORA I,CDC,INT,70,238-5,gambiae,1.3,648.4,1,G2,29,10.40929,-4.61967,7,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_2_EKDN220028252-1A_H3NGLDSX5_L2/G2_2_EKDN220028252-1A_H3NGLDSX5_L2.srt.dp.bam,722,G2_2,G2_2,/move_bioinfo/anopheles_cnrfp/bam/G2_2_EKDN220028252-1A_H3NGLDSX5_L2.srt.dp.bam,02/11/2015,KANKOUNABA II,CDC,INT,69,302-15,gambiae,1,498,2,G2,1,10.58465,-4.54745,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_3_EKDN220028320-1A_H3V53DSX5_L2/G2_3_EKDN220028320-1A_H3V53DSX5_L2.srt.dp.bam,723,G2_3,G2_3,/move_bioinfo/anopheles_cnrfp/bam/G2_3_EKDN220028320-1A_H3V53DSX5_L2.srt.dp.bam,02/09/2015,BAMAKO,CDC,INT,70,107b-3,gambiae,1.8752,937.6,3,G2,20,10.49796,-4.46115,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_4_EKDN220028394-1A_H5J72DSX5_L1/G2_4_EKDN220028394-1A_H5J72DSX5_L1.srt.dp.bam,724,G2_4,G2_4,/move_bioinfo/anopheles_cnrfp/bam/G2_4_EKDN220028394-1A_H5J72DSX5_L1.srt.dp.bam,04/09/2015,SOBARA III,CDC,INT,262,114-15,gambiae,2.4224,1211.2,4,G2,3,10.25882,-4.41593,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_5_EKDN220028467-1A_H5GV5DSX5_L3/G2_5_EKDN220028467-1A_H5GV5DSX5_L3.srt.dp.bam,725,G2_5,G2_5,/move_bioinfo/anopheles_cnrfp/bam/G2_5_EKDN220028467-1A_H5GV5DSX5_L3.srt.dp.bam,01/09/2014,KANGOUNABA II,CDC,INT,31,105-2,gambiae,1.3504,675.2,5,G2,1,10.58465,-4.54745,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_7_EKDN220028597-1A_H3NGLDSX5_L2/G2_7_EKDN220028597-1A_H3NGLDSX5_L2.srt.dp.bam,726,G2_7,G2_7,/move_bioinfo/anopheles_cnrfp/bam/G2_7_EKDN220028597-1A_H3NGLDSX5_L2.srt.dp.bam,09/09/2014,BOUSSANRA I,CDC,INT,5,139a-15,gambiae,4.7736,2386.8,7,G2,26,10.50926,-4.57797,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G2_9_EKDN220028736-1A_H5JF5DSX5_L3/G2_9_EKDN220028736-1A_H5JF5DSX5_L3.srt.dp.bam,727,G2_9,G2_9,/move_bioinfo/anopheles_cnrfp/bam/G2_9_EKDN220028736-1A_H5JF5DSX5_L3.srt.dp.bam,05/11/2014,NATIERA,CDC,INT,68,357-6,gambiae,5.194,2597,9,G2,10,10.69726,-4.44495,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_10_EKDN220028802-1A_H5J72DSX5_L1/G3_10_EKDN220028802-1A_H5J72DSX5_L1.srt.dp.bam,728,G3_10,G3_10,/move_bioinfo/anopheles_cnrfp/bam/G3_10_EKDN220028802-1A_H5J72DSX5_L1.srt.dp.bam,10/09/2015,BOUNOUBA,CDC,INT,109,131-23,gambiae,1.7464,873.2,10,G3,39,10.26145,-4.36408,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_12_EKDN220028909-1A_H5JF5DSX5_L3/G3_12_EKDN220028909-1A_H5JF5DSX5_L3.srt.dp.bam,729,G3_12,G3_12,/move_bioinfo/anopheles_cnrfp/bam/G3_12_EKDN220028909-1A_H5JF5DSX5_L3.srt.dp.bam,09/07/2015,BOUNOUBA,CDC,INT,10,610-1,gambiae,4.7848,2392.4,12,G3,39,10.26145,-4.36408,7,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_13_EKDN220028969-1A_H5J72DSX5_L2/G3_13_EKDN220028969-1A_H5J72DSX5_L2.srt.dp.bam,730,G3_13,G3_13,/move_bioinfo/anopheles_cnrfp/bam/G3_13_EKDN220028969-1A_H5J72DSX5_L2.srt.dp.bam,16/07/2015,SOBARA II,CDC,INT,311,029-2,gambiae,10.6144,5307.2,13,G3,3,10.25882,-4.41593,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_14_EKDN220028989-1A_H5J72DSX5_L2/G3_14_EKDN220028989-1A_H5J72DSX5_L2.srt.dp.bam,731,G3_14,G3_14,/move_bioinfo/anopheles_cnrfp/bam/G3_14_EKDN220028989-1A_H5J72DSX5_L2.srt.dp.bam,10/09/2015,BOLOMAKOTE,CDC,INT,224,157-23,gambiae,4.1556,2077.8,14,G3,9,10.20378,-4.39405,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_1_EKDN220028190-1A_H3NGLDSX5_L1/G3_1_EKDN220028190-1A_H3NGLDSX5_L1.srt.dp.bam,732,G3_1,G3_1,/move_bioinfo/anopheles_cnrfp/bam/G3_1_EKDN220028190-1A_H3NGLDSX5_L1.srt.dp.bam,25/07/2014,KOFING,CDC,INT,408,51a-2,gambiae,1.2,600.8,1,G3,9,10.20378,-4.39405,7,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_2_EKDN220028253-1A_H3NGLDSX5_L2/G3_2_EKDN220028253-1A_H3NGLDSX5_L2.srt.dp.bam,733,G3_2,G3_2,/move_bioinfo/anopheles_cnrfp/bam/G3_2_EKDN220028253-1A_H3NGLDSX5_L2.srt.dp.bam,02/11/2015,KANKOUNABA II,CDC,INT,69,302-23,gambiae,1.77,884,2,G3,1,10.58465,-4.54745,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_4_EKDN220028395-1A_H5J72DSX5_L1/G3_4_EKDN220028395-1A_H5J72DSX5_L1.srt.dp.bam,734,G3_4,G3_4,/move_bioinfo/anopheles_cnrfp/bam/G3_4_EKDN220028395-1A_H5J72DSX5_L1.srt.dp.bam,07/09/2015,DASSORPIRE,CDC,INT,932,119-1,gambiae,1.7304,865.2,4,G3,12,10.67426,-4.59349,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_6_EKDN220028535-1A_H3NGLDSX5_L2/G3_6_EKDN220028535-1A_H3NGLDSX5_L2.srt.dp.bam,735,G3_6,G3_6,/move_bioinfo/anopheles_cnrfp/bam/G3_6_EKDN220028535-1A_H3NGLDSX5_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-12,gambiae,1.86,931.4,6,G3,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_8_EKDN220028670-1A_H3V53DSX5_L2/G3_8_EKDN220028670-1A_H3V53DSX5_L2.srt.dp.bam,736,G3_8,G3_8,/move_bioinfo/anopheles_cnrfp/bam/G3_8_EKDN220028670-1A_H3V53DSX5_L2.srt.dp.bam,19/09/2014,BOLOMAKOTE,CDC,INT,214,195-14,gambiae,3.25,1625,8,G3,9,10.20378,-4.39405,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G3_9_EKDN220028737-1A_H5JF5DSX5_L4/G3_9_EKDN220028737-1A_H5JF5DSX5_L4.srt.dp.bam,737,G3_9,G3_9,/move_bioinfo/anopheles_cnrfp/bam/G3_9_EKDN220028737-1A_H5JF5DSX5_L4.srt.dp.bam,05/11/2014,NATIERA,CDC,INT,68,357-14,gambiae,4.3904,2195.2,9,G3,10,10.69726,-4.44495,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_11_EKDN220028856-1A_H5J72DSX5_L1/G4_11_EKDN220028856-1A_H5J72DSX5_L1.srt.dp.bam,738,G4_11,G4_11,/move_bioinfo/anopheles_cnrfp/bam/G4_11_EKDN220028856-1A_H5J72DSX5_L1.srt.dp.bam,01/07/2015,BAMAKO,CDC,INT,16,436-1,gambiae,1.7356,867.8,11,G4,20,10.49796,-4.46115,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_12_EKDN220028910-1A_H5JF5DSX5_L3/G4_12_EKDN220028910-1A_H5JF5DSX5_L3.srt.dp.bam,739,G4_12,G4_12,/move_bioinfo/anopheles_cnrfp/bam/G4_12_EKDN220028910-1A_H5JF5DSX5_L3.srt.dp.bam,12/07/2015,KANKOUNABA II,CDC,INT,79,656-2,gambiae,7.9056,3952.8,12,G4,1,10.58465,-4.54745,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_14_EKDN220028990-1A_H3V53DSX5_L2/G4_14_EKDN220028990-1A_H3V53DSX5_L2.srt.dp.bam,740,G4_14,G4_14,/move_bioinfo/anopheles_cnrfp/bam/G4_14_EKDN220028990-1A_H3V53DSX5_L2.srt.dp.bam,10/09/2015,BOLOMAKOTE,CDC,INT,224,157-31,gambiae,3.2884,1644.2,14,G4,9,10.20378,-4.39405,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_1_EKDN220028191-1A_H3NGLDSX5_L1/G4_1_EKDN220028191-1A_H3NGLDSX5_L1.srt.dp.bam,741,G4_1,G4_1,/move_bioinfo/anopheles_cnrfp/bam/G4_1_EKDN220028191-1A_H3NGLDSX5_L1.srt.dp.bam,25/07/2014,KOFING,CDC,INT,408,51a-10,gambiae,1.69,847.2,1,G4,9,10.20378,-4.39405,7,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_3_EKDN220028321-1A_H3V53DSX5_L2/G4_3_EKDN220028321-1A_H3V53DSX5_L2.srt.dp.bam,742,G4_3,G4_3,/move_bioinfo/anopheles_cnrfp/bam/G4_3_EKDN220028321-1A_H3V53DSX5_L2.srt.dp.bam,02/09/2015,BAMAKO,CDC,INT,70,107b-19,gambiae,1.6696,834.8,3,G4,20,10.49796,-4.46115,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_4_EKDN220028396-1A_H5J72DSX5_L1/G4_4_EKDN220028396-1A_H5J72DSX5_L1.srt.dp.bam,743,G4_4,G4_4,/move_bioinfo/anopheles_cnrfp/bam/G4_4_EKDN220028396-1A_H5J72DSX5_L1.srt.dp.bam,07/09/2015,DASSORPIRE,CDC,INT,932,119-9,gambiae,1.2448,622.4,4,G4,12,10.67426,-4.59349,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_5_EKDN220028468-1A_H5GV5DSX5_L3/G4_5_EKDN220028468-1A_H5GV5DSX5_L3.srt.dp.bam,744,G4_5,G4_5,/move_bioinfo/anopheles_cnrfp/bam/G4_5_EKDN220028468-1A_H5GV5DSX5_L3.srt.dp.bam,01/09/2014,MOSSIBOUGOU,CDC,INT,294,106a-11,gambiae,2.4496,1224.8,5,G4,10,10.69726,-4.44495,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_6_EKDN220028536-1A_H3NGLDSX5_L2/G4_6_EKDN220028536-1A_H3NGLDSX5_L2.srt.dp.bam,745,G4_6,G4_6,/move_bioinfo/anopheles_cnrfp/bam/G4_6_EKDN220028536-1A_H3NGLDSX5_L2.srt.dp.bam,07/09/2014,SOBARA II,CDC,INT,291,123a-20,gambiae,2.28,1142,6,G4,3,10.25882,-4.41593,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_7_EKDN220028598-1A_H3NGLDSX5_L2/G4_7_EKDN220028598-1A_H3NGLDSX5_L2.srt.dp.bam,746,G4_7,G4_7,/move_bioinfo/anopheles_cnrfp/bam/G4_7_EKDN220028598-1A_H3NGLDSX5_L2.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,109,28a-11,gambiae,1.2896,644.8,7,G4,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_8_EKDN220028671-1A_H3V53DSX5_L2/G4_8_EKDN220028671-1A_H3V53DSX5_L2.srt.dp.bam,747,G4_8,G4_8,/move_bioinfo/anopheles_cnrfp/bam/G4_8_EKDN220028671-1A_H3V53DSX5_L2.srt.dp.bam,19/09/2014,KOFLANDE,CDC,INT,90,209-7,gambiae,4.216,2108,8,G4,37,10.23163,-4.4324,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G4_9_EKDN220028738-1A_H5JF5DSX5_L3/G4_9_EKDN220028738-1A_H5JF5DSX5_L3.srt.dp.bam,748,G4_9,G4_9,/move_bioinfo/anopheles_cnrfp/bam/G4_9_EKDN220028738-1A_H5JF5DSX5_L3.srt.dp.bam,06/11/2014,BAMAKO,CDC,INT,34,1858-4,gambiae,1.8796,939.8,9,G4,20,10.49796,-4.46115,11,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_10_EKDN220028803-1A_H5J72DSX5_L1/G5_10_EKDN220028803-1A_H5J72DSX5_L1.srt.dp.bam,749,G5_10,G5_10,/move_bioinfo/anopheles_cnrfp/bam/G5_10_EKDN220028803-1A_H5J72DSX5_L1.srt.dp.bam,11/09/2015,KIESSE(KEHINSA),CDC,INT,267,134-10,gambiae,2.476,1238,10,G5,2,10.10211,-4.3382,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_12_EKDN220028911-1A_H5JF5DSX5_L3/G5_12_EKDN220028911-1A_H5JF5DSX5_L3.srt.dp.bam,750,G5_12,G5_12,/move_bioinfo/anopheles_cnrfp/bam/G5_12_EKDN220028911-1A_H5JF5DSX5_L3.srt.dp.bam,12/07/2015,KANKOUNABA II,CDC,INT,69,024-7,gambiae,4.4448,2222.4,12,G5,1,10.58465,-4.54745,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_13_EKDN220028970-1A_H3VYYDSX5_L1/G5_13_EKDN220028970-1A_H3VYYDSX5_L1.srt.dp.bam,751,G5_13,G5_13,/move_bioinfo/anopheles_cnrfp/bam/G5_13_EKDN220028970-1A_H3VYYDSX5_L1.srt.dp.bam,16/07/2015,SOBARA I,CDC,INT,205,777-1,gambiae,3.3404,1670.2,13,G5,3,10.25882,-4.41593,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_1_EKDN220028192-1A_H57WKDSX5_L2/G5_1_EKDN220028192-1A_H57WKDSX5_L2.srt.dp.bam,752,G5_1,G5_1,/move_bioinfo/anopheles_cnrfp/bam/G5_1_EKDN220028192-1A_H57WKDSX5_L2.srt.dp.bam,25/07/2014,KOFING,CDC,INT,408,51a-18,gambiae,1.53,764,1,G5,9,10.20378,-4.39405,7,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_3_EKDN220028322-1A_H3V53DSX5_L2/G5_3_EKDN220028322-1A_H3V53DSX5_L2.srt.dp.bam,753,G5_3,G5_3,/move_bioinfo/anopheles_cnrfp/bam/G5_3_EKDN220028322-1A_H3V53DSX5_L2.srt.dp.bam,03/09/2015,KANGOUNABA I,CDC,INT,31,109-1,gambiae,3.4728,1736.4,3,G5,1,10.58465,-4.54745,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_5_EKDN220028469-1A_H5GV5DSX5_L3/G5_5_EKDN220028469-1A_H5GV5DSX5_L3.srt.dp.bam,754,G5_5,G5_5,/move_bioinfo/anopheles_cnrfp/bam/G5_5_EKDN220028469-1A_H5GV5DSX5_L3.srt.dp.bam,01/09/2014,NATIERA,CDC,INT,18,107a-2,gambiae,1.8812,940.6,5,G5,10,10.69726,-4.44495,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_6_EKDN220028537-1A_H3NGLDSX5_L2/G5_6_EKDN220028537-1A_H3NGLDSX5_L2.srt.dp.bam,755,G5_6,G5_6,/move_bioinfo/anopheles_cnrfp/bam/G5_6_EKDN220028537-1A_H3NGLDSX5_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-8,gambiae,1.74,867.6,6,G5,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_7_EKDN220028599-1A_H3NGLDSX5_L1/G5_7_EKDN220028599-1A_H3NGLDSX5_L1.srt.dp.bam,756,G5_7,G5_7,/move_bioinfo/anopheles_cnrfp/bam/G5_7_EKDN220028599-1A_H3NGLDSX5_L1.srt.dp.bam,11/09/2014,BOUNOUBA,CDC,INT,22,1019-7,gambiae,3.6032,1801.6,7,G5,39,10.26145,-4.36408,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_8_EKDN220028672-1A_H3V53DSX5_L2/G5_8_EKDN220028672-1A_H3V53DSX5_L2.srt.dp.bam,757,G5_8,G5_8,/move_bioinfo/anopheles_cnrfp/bam/G5_8_EKDN220028672-1A_H3V53DSX5_L2.srt.dp.bam,19/09/2014,KOFLANDE,CDC,INT,90,209-15,gambiae,6.0576,3028.8,8,G5,37,10.23163,-4.4324,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G5_9_EKDN220028739-1A_H5JF5DSX5_L3/G5_9_EKDN220028739-1A_H5JF5DSX5_L3.srt.dp.bam,758,G5_9,G5_9,/move_bioinfo/anopheles_cnrfp/bam/G5_9_EKDN220028739-1A_H5JF5DSX5_L3.srt.dp.bam,10/11/2014,PONT MAURICE,CDC,INT,683,360-5,gambiae,3.3588,1679.4,9,G5,11,10.66015,-4.51636,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G6_10_EKDN220028804-1A_H5J72DSX5_L1/G6_10_EKDN220028804-1A_H5J72DSX5_L1.srt.dp.bam,759,G6_10,G6_10,/move_bioinfo/anopheles_cnrfp/bam/G6_10_EKDN220028804-1A_H5J72DSX5_L1.srt.dp.bam,11/09/2015,LOMBO,CDC,INT,218,136-5,gambiae,1.5144,757.2,10,G6,18,10.07051,-4.30001,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G6_11_EKDN220028857-1A_H5J72DSX5_L1/G6_11_EKDN220028857-1A_H5J72DSX5_L1.srt.dp.bam,760,G6_11,G6_11,/move_bioinfo/anopheles_cnrfp/bam/G6_11_EKDN220028857-1A_H5J72DSX5_L1.srt.dp.bam,01/07/2015,YABLE I,CDC,INT,284,542-1,gambiae,0.3964,198.2,11,G6,4,10.31913,-4.38869,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G6_12_EKDN220028912-1A_H5JF5DSX5_L3/G6_12_EKDN220028912-1A_H5JF5DSX5_L3.srt.dp.bam,761,G6_12,G6_12,/move_bioinfo/anopheles_cnrfp/bam/G6_12_EKDN220028912-1A_H5JF5DSX5_L3.srt.dp.bam,12/07/2015,MOSSIBOUGOU,CDC,INT,297,667-2,gambiae,4.2616,2130.8,12,G6,10,10.69726,-4.44495,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G6_2_EKDN220028254-1A_H3NGLDSX5_L2/G6_2_EKDN220028254-1A_H3NGLDSX5_L2.srt.dp.bam,762,G6_2,G6_2,/move_bioinfo/anopheles_cnrfp/bam/G6_2_EKDN220028254-1A_H3NGLDSX5_L2.srt.dp.bam,09/11/2015,PONT MAURICE,CDC,INT,683,310-5,gambiae,1.4,701.8,2,G6,11,10.66015,-4.51636,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/G6_3_EKDN220028323-1A_H3V53DSX5_L2/G6_3_EKDN220028323-1A_H3V53DSX5_L2.srt.dp.bam,763,G6_3,G6_3,/move_bioinfo/anopheles_cnrfp/bam/G6_3_EKDN220028323-1A_H3V53DSX5_L2.srt.dp.bam,03/09/2015,KANGOUNABA I,CDC,INT,31,109-9,gambiae,2.616,1308,3,G6,1,10.58465,-4.54745,9,2015,1
